DATEREALISATION,JOUR_SEMAINE,NUM_SEMAINE,NUM_MOIS,ANNEE,CENTRE,CAT_ACTE,CAT_ACTE_COUNT,SUM_PRECISION,METEO,VACANCE
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,5,3,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,17,16,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,14,12,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,23,13,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,1,0,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,7.3,1
2015-01-05,1,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,6,0,7.3,1
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,0,0,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,18,15,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,7,7,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,3,2,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,3,2,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,0,7.3,0
2015-01-06,2,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,2,0,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,3,0,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,9,8,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,8,8,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,19,13,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,2,1,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,7.3,0
2015-01-06,2,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,4,1,7.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,1,1,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,4,3,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,4,3,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,2,2,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,2,0,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,13.3,0
2015-01-07,3,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,6,1,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,8,4,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,18,11,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,11,8,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,28,17,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,3,1,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,13.3,0
2015-01-07,3,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,14,3,13.3,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,3,0,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,8,6,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,3,2,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,5,1,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,4,0,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,12.9,0
2015-01-08,4,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,3,0,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,2,2,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,11,7,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,7,4,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,8,5,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,11,3,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,12.9,0
2015-01-08,4,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,6,1,12.9,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,3,0,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,13,6,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,11,6,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,3,0,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,3,2,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,16.1,0
2015-01-09,5,2,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,1,0,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,3,0,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,21,17,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,14,12,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,22,9,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,4,1,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,16.1,0
2015-01-09,5,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,5,2,16.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,0,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,1,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,0,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,0,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,0,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,0,0,11.1,0
2015-01-10,6,2,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,0,0,11.1,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,5,0,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,14,12,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,11,8,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,8,3,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,4,0,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,1,14.7,0
2015-01-12,1,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,11,7,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,6,1,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,20,12,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,20,14,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,17,9,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,4,1,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,5,2,14.7,0
2015-01-12,1,3,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,3,0,14.7,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,1,0,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,11,7,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,11,9,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,11,4,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,3,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,15.8,0
2015-01-13,2,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,6,3,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,6,2,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,11,9,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,10,9,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,22,8,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,1,0,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,15.8,0
2015-01-13,2,3,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,9,1,15.8,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,3,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,12,11,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,7,5,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,10,4,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,7,1,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,14.3,0
2015-01-14,3,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,12,4,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,13,3,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,17,10,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,12,10,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,38,26,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,5,2,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,0,0,14.3,0
2015-01-14,3,3,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,18,2,14.3,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,3,2,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,12,8,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,8,4,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,9,2,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,4,1,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,15.7,0
2015-01-15,4,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,3,1,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,7,3,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,29,16,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,13,13,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,25,15,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,8,4,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,1,15.7,0
2015-01-15,4,3,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,5,1,15.7,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,5,2,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,9,3,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,9,7,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,3,0,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,3,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,8.8,0
2015-01-16,5,3,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,5,0,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,7,3,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,15,12,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,20,19,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,15,8,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,0,0,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,8,1,8.8,0
2015-01-16,5,3,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,13,2,8.8,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,0,0,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,0,0,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,1,1,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,0,0,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,0,0,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,7.1,0
2015-01-19,1,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,0,0,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,1,1,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,3,0,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,0,0,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,0,0,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,1,0,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,2,7.1,0
2015-01-19,1,4,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,0,0,7.1,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,0,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,1,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,0,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,0,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,0,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,5.7,0
2015-01-20,2,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,1,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,0,0,5.7,0
2015-01-20,2,4,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,1,0,5.7,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,0,0,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,0,0,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,1,1,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,0,0,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,0,0,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,1,6.8,0
2015-01-21,3,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,1,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,0,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,2,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,0,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,0,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,0,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,0,6.8,0
2015-01-21,3,4,1,15,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,0,0,6.8,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,0,0,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,1,1,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,0,0,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,0,0,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,0,0,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,6.3,0
2015-01-22,4,4,1,15,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,0,0,6.3,0
2015-01-22,4,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,1,1,6.3,0
2015-01-22,4,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,0,0,6.3,0
2015-01-22,4,4,1,15,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,1,1,6.3,0
2015-01-22,4,4,1,15,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,1,1,6.3,0
